arm,scenario,interactions,completed_candidates,positive_candidates,negative_candidates,unknown_candidates,witnessed_root_cells,novel_root_cells
late_checkpoint_128000,exploration_only,2014,91,91,0,0,91,91
late_checkpoint_128000,exploration_only,2032,92,92,0,0,92,92
late_checkpoint_128000,exploration_only,2048,93,93,0,0,93,93
late_checkpoint_128000,exploration_only,2064,94,94,0,0,94,94
late_checkpoint_128000,exploration_only,2079,95,95,0,0,95,95
late_checkpoint_128000,exploration_only,2092,96,96,0,0,96,96
late_checkpoint_128000,exploration_only,2105,97,97,0,0,97,97
late_checkpoint_128000,exploration_only,2116,98,98,0,0,98,98
late_checkpoint_128000,exploration_only,2126,99,99,0,0,99,99
late_checkpoint_128000,exploration_only,2135,100,100,0,0,100,100
late_checkpoint_128000,exploration_only,2142,101,101,0,0,101,101
late_checkpoint_128000,exploration_only,2147,102,102,0,0,102,102
late_checkpoint_128000,exploration_only,2151,103,103,0,0,103,103
late_checkpoint_128000,exploration_only,2154,104,104,0,0,104,104
late_checkpoint_128000,exploration_only,2156,105,105,0,0,105,105
late_checkpoint_128000,exploration_only,2192,106,106,0,0,106,106
late_checkpoint_128000,exploration_only,2226,107,107,0,0,107,107
late_checkpoint_128000,exploration_only,2334,108,108,0,0,108,108
late_checkpoint_128000,exploration_only,2472,109,109,0,0,109,109
late_checkpoint_128000,exploration_only,2569,110,110,0,0,110,110
late_checkpoint_128000,exploration_only,2706,111,111,0,0,111,111
late_checkpoint_128000,exploration_only,2795,112,112,0,0,112,112
late_checkpoint_128000,exploration_only,2885,113,113,0,0,113,113
late_checkpoint_128000,exploration_only,2971,114,114,0,0,114,114
late_checkpoint_128000,exploration_only,3046,115,115,0,0,115,115
late_checkpoint_128000,exploration_only,3149,116,116,0,0,116,116
late_checkpoint_128000,exploration_only,3320,117,117,0,0,117,117
late_checkpoint_128000,exploration_only,3473,118,118,0,0,118,118
late_checkpoint_128000,exploration_only,3652,119,119,0,0,119,119
late_checkpoint_128000,exploration_only,3822,120,120,0,0,120,120
late_checkpoint_128000,exploration_only,3913,121,121,0,0,121,121
late_checkpoint_128000,exploration_only,3997,122,122,0,0,122,122
late_checkpoint_128000,exploration_only,4161,123,122,1,0,122,122
late_checkpoint_128000,exploration_only,4237,124,123,1,0,123,123
late_checkpoint_128000,exploration_only,4348,125,124,1,0,124,124
late_checkpoint_128000,exploration_only,4415,126,125,1,0,125,125
late_checkpoint_128000,exploration_only,4475,127,126,1,0,126,126
late_checkpoint_128000,exploration_only,4578,128,127,1,0,127,127
late_checkpoint_128000,exploration_only,4717,129,127,2,0,127,127
late_checkpoint_128000,exploration_only,4792,130,127,3,0,127,127
late_checkpoint_128000,exploration_only,4844,131,127,4,0,127,127
late_checkpoint_128000,exploration_only,4886,132,127,5,0,127,127
late_checkpoint_128000,exploration_only,4944,133,127,6,0,127,127
late_checkpoint_128000,exploration_only,5004,134,127,7,0,127,127
late_checkpoint_128000,exploration_only,5047,135,127,8,0,127,127
late_checkpoint_128000,exploration_only,5076,136,127,9,0,127,127
late_checkpoint_128000,exploration_only,5099,137,127,10,0,127,127
late_checkpoint_128000,exploration_only,5108,138,127,11,0,127,127
late_checkpoint_128000,exploration_only,5143,139,128,11,0,127,127
late_checkpoint_128000,exploration_only,5179,140,129,11,0,128,128
late_checkpoint_128000,exploration_only,5210,141,130,11,0,129,129
late_checkpoint_128000,exploration_only,5238,142,131,11,0,130,130
late_checkpoint_128000,exploration_only,5265,143,132,11,0,131,131
late_checkpoint_128000,exploration_only,5292,144,133,11,0,132,132
late_checkpoint_128000,exploration_only,5318,145,134,11,0,133,133
late_checkpoint_128000,exploration_only,5342,146,135,11,0,134,134
late_checkpoint_128000,exploration_only,5362,147,136,11,0,135,135
late_checkpoint_128000,exploration_only,5383,148,137,11,0,136,136
late_checkpoint_128000,exploration_only,5403,149,138,11,0,137,137
late_checkpoint_128000,exploration_only,5423,150,139,11,0,138,138
late_checkpoint_128000,exploration_only,5441,151,140,11,0,139,139
late_checkpoint_128000,exploration_only,5458,152,141,11,0,140,140
late_checkpoint_128000,exploration_only,5473,153,142,11,0,141,141
late_checkpoint_128000,exploration_only,5488,154,143,11,0,142,142
late_checkpoint_128000,exploration_only,5501,155,144,11,0,143,143
late_checkpoint_128000,exploration_only,5512,156,145,11,0,144,144
late_checkpoint_128000,exploration_only,5522,157,146,11,0,145,145
late_checkpoint_128000,exploration_only,5530,158,147,11,0,146,146
late_checkpoint_128000,exploration_only,5537,159,148,11,0,147,147
late_checkpoint_128000,exploration_only,5543,160,149,11,0,148,148
late_checkpoint_128000,exploration_only,5548,161,150,11,0,149,149
late_checkpoint_128000,exploration_only,5552,162,151,11,0,150,150
late_checkpoint_128000,exploration_only,5555,163,152,11,0,151,151
late_checkpoint_128000,exploration_only,5557,164,153,11,0,152,152
late_checkpoint_128000,exploration_only,5592,165,154,11,0,153,153
late_checkpoint_128000,exploration_only,5625,166,155,11,0,154,154
late_checkpoint_128000,exploration_only,5654,167,156,11,0,155,155
late_checkpoint_128000,exploration_only,5681,168,157,11,0,156,156
late_checkpoint_128000,exploration_only,5708,169,158,11,0,157,157
late_checkpoint_128000,exploration_only,5734,170,159,11,0,158,158
late_checkpoint_128000,exploration_only,5758,171,160,11,0,159,159
late_checkpoint_128000,exploration_only,5781,172,161,11,0,160,160
late_checkpoint_128000,exploration_only,5801,173,162,11,0,161,161
late_checkpoint_128000,exploration_only,5820,174,163,11,0,162,162
late_checkpoint_128000,exploration_only,5838,175,164,11,0,163,163
late_checkpoint_128000,exploration_only,5855,176,165,11,0,164,164
late_checkpoint_128000,exploration_only,5871,177,166,11,0,165,165
late_checkpoint_128000,exploration_only,5886,178,167,11,0,166,166
late_checkpoint_128000,exploration_only,5899,179,168,11,0,167,167
late_checkpoint_128000,exploration_only,5911,180,169,11,0,168,168
late_checkpoint_128000,exploration_only,5921,181,170,11,0,169,169
late_checkpoint_128000,exploration_only,5930,182,171,11,0,170,170
late_checkpoint_128000,exploration_only,5937,183,172,11,0,171,171
late_checkpoint_128000,exploration_only,5943,184,173,11,0,172,172
late_checkpoint_128000,exploration_only,5948,185,174,11,0,173,173
late_checkpoint_128000,exploration_only,5952,186,175,11,0,174,174
late_checkpoint_128000,exploration_only,5955,187,176,11,0,175,175
late_checkpoint_128000,exploration_only,5957,188,177,11,0,176,176
late_checkpoint_128000,exploration_only,5959,189,178,11,0,177,177
late_checkpoint_128000,training_inclusive,0,0,0,0,0,0,0
late_checkpoint_128000,training_inclusive,128563,0,0,0,0,0,0
late_checkpoint_128000,training_inclusive,128600,1,1,0,0,1,1
late_checkpoint_128000,training_inclusive,128636,2,2,0,0,2,2
late_checkpoint_128000,training_inclusive,128664,3,3,0,0,3,3
late_checkpoint_128000,training_inclusive,128693,4,4,0,0,4,4
late_checkpoint_128000,training_inclusive,128720,5,5,0,0,5,5
late_checkpoint_128000,training_inclusive,128744,6,6,0,0,6,6
late_checkpoint_128000,training_inclusive,128769,7,7,0,0,7,7
late_checkpoint_128000,training_inclusive,128791,8,8,0,0,8,8
late_checkpoint_128000,training_inclusive,128811,9,9,0,0,9,9
late_checkpoint_128000,training_inclusive,128830,10,10,0,0,10,10
late_checkpoint_128000,training_inclusive,128849,11,11,0,0,11,11
late_checkpoint_128000,training_inclusive,128866,12,12,0,0,12,12
late_checkpoint_128000,training_inclusive,128882,13,13,0,0,13,13
late_checkpoint_128000,training_inclusive,128897,14,14,0,0,14,14
late_checkpoint_128000,training_inclusive,128910,15,15,0,0,15,15
late_checkpoint_128000,training_inclusive,128923,16,16,0,0,16,16
late_checkpoint_128000,training_inclusive,128934,17,17,0,0,17,17
late_checkpoint_128000,training_inclusive,128943,18,18,0,0,18,18
late_checkpoint_128000,training_inclusive,128952,19,19,0,0,19,19
late_checkpoint_128000,training_inclusive,128959,20,20,0,0,20,20
late_checkpoint_128000,training_inclusive,128965,21,21,0,0,21,21
late_checkpoint_128000,training_inclusive,128970,22,22,0,0,22,22
late_checkpoint_128000,training_inclusive,128974,23,23,0,0,23,23
late_checkpoint_128000,training_inclusive,128977,24,24,0,0,24,24
late_checkpoint_128000,training_inclusive,128980,25,25,0,0,25,25
late_checkpoint_128000,training_inclusive,128981,26,26,0,0,26,26
late_checkpoint_128000,training_inclusive,129017,27,27,0,0,27,27
late_checkpoint_128000,training_inclusive,129053,28,28,0,0,28,28
late_checkpoint_128000,training_inclusive,129087,29,29,0,0,29,29
late_checkpoint_128000,training_inclusive,129117,30,30,0,0,30,30
late_checkpoint_128000,training_inclusive,129146,31,31,0,0,31,31
late_checkpoint_128000,training_inclusive,129174,32,32,0,0,32,32
late_checkpoint_128000,training_inclusive,129200,33,33,0,0,33,33
late_checkpoint_128000,training_inclusive,129224,34,34,0,0,34,34
late_checkpoint_128000,training_inclusive,129246,35,35,0,0,35,35
late_checkpoint_128000,training_inclusive,129267,36,36,0,0,36,36
late_checkpoint_128000,training_inclusive,129288,37,37,0,0,37,37
late_checkpoint_128000,training_inclusive,129309,38,38,0,0,38,38
late_checkpoint_128000,training_inclusive,129329,39,39,0,0,39,39
late_checkpoint_128000,training_inclusive,129348,40,40,0,0,40,40
late_checkpoint_128000,training_inclusive,129366,41,41,0,0,41,41
late_checkpoint_128000,training_inclusive,129383,42,42,0,0,42,42
late_checkpoint_128000,training_inclusive,129397,43,43,0,0,43,43
late_checkpoint_128000,training_inclusive,129410,44,44,0,0,44,44
late_checkpoint_128000,training_inclusive,129422,45,45,0,0,45,45
late_checkpoint_128000,training_inclusive,129433,46,46,0,0,46,46
late_checkpoint_128000,training_inclusive,129443,47,47,0,0,47,47
late_checkpoint_128000,training_inclusive,129452,48,48,0,0,48,48
late_checkpoint_128000,training_inclusive,129458,49,49,0,0,49,49
late_checkpoint_128000,training_inclusive,129464,50,50,0,0,50,50
late_checkpoint_128000,training_inclusive,129469,51,51,0,0,51,51
late_checkpoint_128000,training_inclusive,129471,52,52,0,0,52,52
late_checkpoint_128000,training_inclusive,129473,53,53,0,0,53,53
late_checkpoint_128000,training_inclusive,129511,54,54,0,0,54,54
late_checkpoint_128000,training_inclusive,129546,55,55,0,0,55,55
late_checkpoint_128000,training_inclusive,129577,56,56,0,0,56,56
late_checkpoint_128000,training_inclusive,129604,57,57,0,0,57,57
late_checkpoint_128000,training_inclusive,129632,58,58,0,0,58,58
late_checkpoint_128000,training_inclusive,129659,59,59,0,0,59,59
late_checkpoint_128000,training_inclusive,129684,60,60,0,0,60,60
late_checkpoint_128000,training_inclusive,129709,61,61,0,0,61,61
late_checkpoint_128000,training_inclusive,129733,62,62,0,0,62,62
late_checkpoint_128000,training_inclusive,129753,63,63,0,0,63,63
late_checkpoint_128000,training_inclusive,129774,64,64,0,0,64,64
late_checkpoint_128000,training_inclusive,129793,65,65,0,0,65,65
late_checkpoint_128000,training_inclusive,129811,66,66,0,0,66,66
late_checkpoint_128000,training_inclusive,129827,67,67,0,0,67,67
late_checkpoint_128000,training_inclusive,129842,68,68,0,0,68,68
late_checkpoint_128000,training_inclusive,129856,69,69,0,0,69,69
late_checkpoint_128000,training_inclusive,129869,70,70,0,0,70,70
late_checkpoint_128000,training_inclusive,129881,71,71,0,0,71,71
late_checkpoint_128000,training_inclusive,129891,72,72,0,0,72,72
late_checkpoint_128000,training_inclusive,129900,73,73,0,0,73,73
late_checkpoint_128000,training_inclusive,129908,74,74,0,0,74,74
late_checkpoint_128000,training_inclusive,129915,75,75,0,0,75,75
late_checkpoint_128000,training_inclusive,129920,76,76,0,0,76,76
late_checkpoint_128000,training_inclusive,129924,77,77,0,0,77,77
late_checkpoint_128000,training_inclusive,129926,78,78,0,0,78,78
late_checkpoint_128000,training_inclusive,129927,79,79,0,0,79,79
late_checkpoint_128000,training_inclusive,129964,80,80,0,0,80,80
late_checkpoint_128000,training_inclusive,130000,81,81,0,0,81,81
late_checkpoint_128000,training_inclusive,130030,82,82,0,0,82,82
late_checkpoint_128000,training_inclusive,130058,83,83,0,0,83,83
late_checkpoint_128000,training_inclusive,130086,84,84,0,0,84,84
late_checkpoint_128000,training_inclusive,130111,85,85,0,0,85,85
late_checkpoint_128000,training_inclusive,130135,86,86,0,0,86,86
late_checkpoint_128000,training_inclusive,130160,87,87,0,0,87,87
late_checkpoint_128000,training_inclusive,130182,88,88,0,0,88,88
late_checkpoint_128000,training_inclusive,130202,89,89,0,0,89,89
late_checkpoint_128000,training_inclusive,130221,90,90,0,0,90,90
late_checkpoint_128000,training_inclusive,130240,91,91,0,0,91,91
late_checkpoint_128000,training_inclusive,130258,92,92,0,0,92,92
late_checkpoint_128000,training_inclusive,130274,93,93,0,0,93,93
late_checkpoint_128000,training_inclusive,130290,94,94,0,0,94,94
late_checkpoint_128000,training_inclusive,130305,95,95,0,0,95,95
late_checkpoint_128000,training_inclusive,130318,96,96,0,0,96,96
late_checkpoint_128000,training_inclusive,130331,97,97,0,0,97,97
late_checkpoint_128000,training_inclusive,130342,98,98,0,0,98,98
late_checkpoint_128000,training_inclusive,130352,99,99,0,0,99,99
late_checkpoint_128000,training_inclusive,130361,100,100,0,0,100,100
late_checkpoint_128000,training_inclusive,130368,101,101,0,0,101,101
late_checkpoint_128000,training_inclusive,130373,102,102,0,0,102,102
late_checkpoint_128000,training_inclusive,130377,103,103,0,0,103,103
late_checkpoint_128000,training_inclusive,130380,104,104,0,0,104,104
late_checkpoint_128000,training_inclusive,130382,105,105,0,0,105,105
late_checkpoint_128000,training_inclusive,130418,106,106,0,0,106,106
late_checkpoint_128000,training_inclusive,130452,107,107,0,0,107,107
late_checkpoint_128000,training_inclusive,130560,108,108,0,0,108,108
late_checkpoint_128000,training_inclusive,130698,109,109,0,0,109,109
late_checkpoint_128000,training_inclusive,130795,110,110,0,0,110,110
late_checkpoint_128000,training_inclusive,130932,111,111,0,0,111,111
late_checkpoint_128000,training_inclusive,131021,112,112,0,0,112,112
late_checkpoint_128000,training_inclusive,131111,113,113,0,0,113,113
late_checkpoint_128000,training_inclusive,131197,114,114,0,0,114,114
late_checkpoint_128000,training_inclusive,131272,115,115,0,0,115,115
late_checkpoint_128000,training_inclusive,131375,116,116,0,0,116,116
late_checkpoint_128000,training_inclusive,131546,117,117,0,0,117,117
late_checkpoint_128000,training_inclusive,131699,118,118,0,0,118,118
late_checkpoint_128000,training_inclusive,131878,119,119,0,0,119,119
late_checkpoint_128000,training_inclusive,132048,120,120,0,0,120,120
late_checkpoint_128000,training_inclusive,132139,121,121,0,0,121,121
late_checkpoint_128000,training_inclusive,132223,122,122,0,0,122,122
late_checkpoint_128000,training_inclusive,132387,123,122,1,0,122,122
late_checkpoint_128000,training_inclusive,132463,124,123,1,0,123,123
late_checkpoint_128000,training_inclusive,132574,125,124,1,0,124,124
late_checkpoint_128000,training_inclusive,132641,126,125,1,0,125,125
late_checkpoint_128000,training_inclusive,132701,127,126,1,0,126,126
late_checkpoint_128000,training_inclusive,132804,128,127,1,0,127,127
late_checkpoint_128000,training_inclusive,132943,129,127,2,0,127,127
late_checkpoint_128000,training_inclusive,133018,130,127,3,0,127,127
late_checkpoint_128000,training_inclusive,133070,131,127,4,0,127,127
late_checkpoint_128000,training_inclusive,133112,132,127,5,0,127,127
late_checkpoint_128000,training_inclusive,133170,133,127,6,0,127,127
late_checkpoint_128000,training_inclusive,133230,134,127,7,0,127,127
late_checkpoint_128000,training_inclusive,133273,135,127,8,0,127,127
late_checkpoint_128000,training_inclusive,133302,136,127,9,0,127,127
late_checkpoint_128000,training_inclusive,133325,137,127,10,0,127,127
late_checkpoint_128000,training_inclusive,133334,138,127,11,0,127,127
late_checkpoint_128000,training_inclusive,133369,139,128,11,0,127,127
late_checkpoint_128000,training_inclusive,133405,140,129,11,0,128,128
late_checkpoint_128000,training_inclusive,133436,141,130,11,0,129,129
late_checkpoint_128000,training_inclusive,133464,142,131,11,0,130,130
late_checkpoint_128000,training_inclusive,133491,143,132,11,0,131,131
late_checkpoint_128000,training_inclusive,133518,144,133,11,0,132,132
late_checkpoint_128000,training_inclusive,133544,145,134,11,0,133,133
late_checkpoint_128000,training_inclusive,133568,146,135,11,0,134,134
late_checkpoint_128000,training_inclusive,133588,147,136,11,0,135,135
late_checkpoint_128000,training_inclusive,133609,148,137,11,0,136,136
late_checkpoint_128000,training_inclusive,133629,149,138,11,0,137,137
late_checkpoint_128000,training_inclusive,133649,150,139,11,0,138,138
late_checkpoint_128000,training_inclusive,133667,151,140,11,0,139,139
late_checkpoint_128000,training_inclusive,133684,152,141,11,0,140,140
late_checkpoint_128000,training_inclusive,133699,153,142,11,0,141,141
late_checkpoint_128000,training_inclusive,133714,154,143,11,0,142,142
late_checkpoint_128000,training_inclusive,133727,155,144,11,0,143,143
late_checkpoint_128000,training_inclusive,133738,156,145,11,0,144,144
late_checkpoint_128000,training_inclusive,133748,157,146,11,0,145,145
late_checkpoint_128000,training_inclusive,133756,158,147,11,0,146,146
late_checkpoint_128000,training_inclusive,133763,159,148,11,0,147,147
late_checkpoint_128000,training_inclusive,133769,160,149,11,0,148,148
late_checkpoint_128000,training_inclusive,133774,161,150,11,0,149,149
late_checkpoint_128000,training_inclusive,133778,162,151,11,0,150,150
late_checkpoint_128000,training_inclusive,133781,163,152,11,0,151,151
late_checkpoint_128000,training_inclusive,133783,164,153,11,0,152,152
late_checkpoint_128000,training_inclusive,133818,165,154,11,0,153,153
late_checkpoint_128000,training_inclusive,133851,166,155,11,0,154,154
late_checkpoint_128000,training_inclusive,133880,167,156,11,0,155,155
late_checkpoint_128000,training_inclusive,133907,168,157,11,0,156,156
late_checkpoint_128000,training_inclusive,133934,169,158,11,0,157,157
late_checkpoint_128000,training_inclusive,133960,170,159,11,0,158,158
late_checkpoint_128000,training_inclusive,133984,171,160,11,0,159,159
late_checkpoint_128000,training_inclusive,134007,172,161,11,0,160,160
late_checkpoint_128000,training_inclusive,134027,173,162,11,0,161,161
late_checkpoint_128000,training_inclusive,134046,174,163,11,0,162,162
late_checkpoint_128000,training_inclusive,134064,175,164,11,0,163,163
late_checkpoint_128000,training_inclusive,134081,176,165,11,0,164,164
late_checkpoint_128000,training_inclusive,134097,177,166,11,0,165,165
late_checkpoint_128000,training_inclusive,134112,178,167,11,0,166,166
late_checkpoint_128000,training_inclusive,134125,179,168,11,0,167,167
late_checkpoint_128000,training_inclusive,134137,180,169,11,0,168,168
late_checkpoint_128000,training_inclusive,134147,181,170,11,0,169,169
late_checkpoint_128000,training_inclusive,134156,182,171,11,0,170,170
late_checkpoint_128000,training_inclusive,134163,183,172,11,0,171,171
late_checkpoint_128000,training_inclusive,134169,184,173,11,0,172,172
late_checkpoint_128000,training_inclusive,134174,185,174,11,0,173,173
late_checkpoint_128000,training_inclusive,134178,186,175,11,0,174,174
late_checkpoint_128000,training_inclusive,134181,187,176,11,0,175,175
late_checkpoint_128000,training_inclusive,134183,188,177,11,0,176,176
late_checkpoint_128000,training_inclusive,134185,189,178,11,0,177,177
late_checkpoint_192000,exploration_only,0,0,0,0,0,0,0
late_checkpoint_192000,exploration_only,322,0,0,0,0,0,0
late_checkpoint_192000,exploration_only,424,1,1,0,0,1,1
late_checkpoint_192000,exploration_only,499,2,2,0,0,2,2
late_checkpoint_192000,exploration_only,563,3,3,0,0,3,3
late_checkpoint_192000,exploration_only,631,4,4,0,0,4,4
late_checkpoint_192000,exploration_only,704,5,5,0,0,5,5
late_checkpoint_192000,exploration_only,729,6,6,0,0,6,6
late_checkpoint_192000,exploration_only,796,7,7,0,0,7,7
late_checkpoint_192000,exploration_only,819,8,8,0,0,8,8
late_checkpoint_192000,exploration_only,840,9,9,0,0,9,9
late_checkpoint_192000,exploration_only,859,10,10,0,0,10,10
late_checkpoint_192000,exploration_only,952,11,11,0,0,11,11
late_checkpoint_192000,exploration_only,1035,12,12,0,0,12,12
late_checkpoint_192000,exploration_only,1106,13,13,0,0,13,13
late_checkpoint_192000,exploration_only,1188,14,14,0,0,14,14
late_checkpoint_192000,exploration_only,1259,15,15,0,0,15,15
late_checkpoint_192000,exploration_only,1270,16,16,0,0,16,16
late_checkpoint_192000,exploration_only,1280,17,17,0,0,17,17
late_checkpoint_192000,exploration_only,1290,18,18,0,0,18,18
late_checkpoint_192000,exploration_only,1298,19,19,0,0,19,19
late_checkpoint_192000,exploration_only,1305,20,20,0,0,20,20
late_checkpoint_192000,exploration_only,1311,21,21,0,0,21,21
late_checkpoint_192000,exploration_only,1316,22,22,0,0,22,22
late_checkpoint_192000,exploration_only,1320,23,23,0,0,23,23
late_checkpoint_192000,exploration_only,1323,24,24,0,0,24,24
late_checkpoint_192000,exploration_only,1325,25,25,0,0,25,25
late_checkpoint_192000,exploration_only,1432,26,26,0,0,26,26
late_checkpoint_192000,exploration_only,1466,27,27,0,0,27,27
late_checkpoint_192000,exploration_only,1496,28,28,0,0,28,28
late_checkpoint_192000,exploration_only,1525,29,29,0,0,29,29
late_checkpoint_192000,exploration_only,1555,30,30,0,0,30,30
late_checkpoint_192000,exploration_only,1582,31,31,0,0,31,31
late_checkpoint_192000,exploration_only,1607,32,32,0,0,32,32
late_checkpoint_192000,exploration_only,1631,33,33,0,0,33,33
late_checkpoint_192000,exploration_only,1655,34,34,0,0,34,34
late_checkpoint_192000,exploration_only,1676,35,35,0,0,35,35
late_checkpoint_192000,exploration_only,1696,36,36,0,0,36,36
late_checkpoint_192000,exploration_only,1715,37,37,0,0,37,37
late_checkpoint_192000,exploration_only,1733,38,38,0,0,38,38
late_checkpoint_192000,exploration_only,1750,39,39,0,0,39,39
late_checkpoint_192000,exploration_only,1765,40,40,0,0,40,40
late_checkpoint_192000,exploration_only,1779,41,41,0,0,41,41
late_checkpoint_192000,exploration_only,1792,42,42,0,0,42,42
late_checkpoint_192000,exploration_only,1804,43,43,0,0,43,43
late_checkpoint_192000,exploration_only,1817,44,44,0,0,44,44
late_checkpoint_192000,exploration_only,1827,45,45,0,0,45,45
late_checkpoint_192000,exploration_only,1835,46,46,0,0,46,46
late_checkpoint_192000,exploration_only,1843,47,47,0,0,47,47
late_checkpoint_192000,exploration_only,1850,48,48,0,0,48,48
late_checkpoint_192000,exploration_only,1856,49,49,0,0,49,49
late_checkpoint_192000,exploration_only,1861,50,50,0,0,50,50
late_checkpoint_192000,exploration_only,1863,51,51,0,0,51,51
late_checkpoint_192000,exploration_only,1866,52,52,0,0,52,52
late_checkpoint_192000,exploration_only,1867,53,53,0,0,53,53
late_checkpoint_192000,exploration_only,1900,54,54,0,0,54,54
late_checkpoint_192000,exploration_only,1932,55,55,0,0,55,55
late_checkpoint_192000,exploration_only,1994,56,56,0,0,56,56
late_checkpoint_192000,exploration_only,2083,57,57,0,0,57,57
late_checkpoint_192000,exploration_only,2164,58,58,0,0,58,58
late_checkpoint_192000,exploration_only,2242,59,59,0,0,59,59
late_checkpoint_192000,exploration_only,2317,60,60,0,0,60,60
late_checkpoint_192000,exploration_only,2389,61,61,0,0,61,61
late_checkpoint_192000,exploration_only,2459,62,62,0,0,62,62
late_checkpoint_192000,exploration_only,2526,63,63,0,0,63,63
late_checkpoint_192000,exploration_only,2587,64,64,0,0,64,64
late_checkpoint_192000,exploration_only,2643,65,65,0,0,65,65
late_checkpoint_192000,exploration_only,2695,66,66,0,0,66,66
late_checkpoint_192000,exploration_only,2706,67,67,0,0,67,67
late_checkpoint_192000,exploration_only,2715,68,68,0,0,68,68
late_checkpoint_192000,exploration_only,2723,69,69,0,0,69,69
late_checkpoint_192000,exploration_only,2730,70,70,0,0,70,70
late_checkpoint_192000,exploration_only,2736,71,71,0,0,71,71
late_checkpoint_192000,exploration_only,2741,72,72,0,0,72,72
late_checkpoint_192000,exploration_only,2745,73,73,0,0,73,73
late_checkpoint_192000,exploration_only,2748,74,74,0,0,74,74
late_checkpoint_192000,exploration_only,2750,75,75,0,0,75,75
late_checkpoint_192000,exploration_only,2751,76,76,0,0,76,76
late_checkpoint_192000,exploration_only,2781,77,77,0,0,77,77
late_checkpoint_192000,exploration_only,2857,78,78,0,0,78,78
late_checkpoint_192000,exploration_only,2924,79,79,0,0,79,79
late_checkpoint_192000,exploration_only,3038,80,80,0,0,80,80
late_checkpoint_192000,exploration_only,3154,81,81,0,0,81,81
late_checkpoint_192000,exploration_only,3178,82,82,0,0,82,82
late_checkpoint_192000,exploration_only,3201,83,83,0,0,83,83
late_checkpoint_192000,exploration_only,3296,84,84,0,0,84,84
late_checkpoint_192000,exploration_only,3387,85,85,0,0,85,85
late_checkpoint_192000,exploration_only,3467,86,86,0,0,86,86
late_checkpoint_192000,exploration_only,3545,87,87,0,0,87,87
late_checkpoint_192000,exploration_only,3613,88,88,0,0,88,88
late_checkpoint_192000,exploration_only,3680,89,89,0,0,89,89
late_checkpoint_192000,exploration_only,3743,90,90,0,0,90,90
late_checkpoint_192000,exploration_only,3806,91,91,0,0,91,91
late_checkpoint_192000,exploration_only,3815,92,92,0,0,92,92
late_checkpoint_192000,exploration_only,3823,93,93,0,0,93,93
late_checkpoint_192000,exploration_only,3830,94,94,0,0,94,94
late_checkpoint_192000,exploration_only,3837,95,95,0,0,95,95
late_checkpoint_192000,exploration_only,3842,96,96,0,0,96,96
late_checkpoint_192000,exploration_only,3846,97,97,0,0,97,97
late_checkpoint_192000,exploration_only,3850,98,98,0,0,98,98
late_checkpoint_192000,exploration_only,3853,99,99,0,0,99,99
late_checkpoint_192000,exploration_only,3854,100,100,0,0,100,100
late_checkpoint_192000,exploration_only,3921,101,101,0,0,101,101
late_checkpoint_192000,exploration_only,3994,102,102,0,0,102,102
late_checkpoint_192000,exploration_only,4059,103,103,0,0,103,103
late_checkpoint_192000,exploration_only,4162,104,104,0,0,104,104
late_checkpoint_192000,exploration_only,4261,105,105,0,0,105,105
late_checkpoint_192000,exploration_only,4353,106,106,0,0,106,106
late_checkpoint_192000,exploration_only,4458,107,107,0,0,107,107
late_checkpoint_192000,exploration_only,4545,108,108,0,0,108,108
late_checkpoint_192000,exploration_only,4627,109,109,0,0,109,109
late_checkpoint_192000,exploration_only,4705,110,110,0,0,110,110
late_checkpoint_192000,exploration_only,4776,111,111,0,0,111,111
late_checkpoint_192000,exploration_only,4843,112,112,0,0,112,112
late_checkpoint_192000,exploration_only,4907,113,113,0,0,113,113
late_checkpoint_192000,exploration_only,4966,114,114,0,0,114,114
late_checkpoint_192000,exploration_only,4976,115,115,0,0,115,115
late_checkpoint_192000,exploration_only,4985,116,116,0,0,116,116
late_checkpoint_192000,exploration_only,4993,117,117,0,0,117,117
late_checkpoint_192000,exploration_only,4999,118,118,0,0,118,118
late_checkpoint_192000,exploration_only,5004,119,119,0,0,119,119
late_checkpoint_192000,exploration_only,5008,120,120,0,0,120,120
late_checkpoint_192000,exploration_only,5011,121,121,0,0,121,121
late_checkpoint_192000,exploration_only,5013,122,122,0,0,122,122
late_checkpoint_192000,exploration_only,5043,123,123,0,0,122,122
late_checkpoint_192000,exploration_only,5115,124,124,0,0,123,123
late_checkpoint_192000,exploration_only,5177,125,125,0,0,124,124
late_checkpoint_192000,exploration_only,5415,126,125,1,0,124,124
late_checkpoint_192000,exploration_only,5646,127,125,2,0,124,124
late_checkpoint_192000,exploration_only,5859,128,125,3,0,124,124
late_checkpoint_192000,exploration_only,6059,129,125,4,0,124,124
late_checkpoint_192000,exploration_only,6252,130,125,5,0,124,124
late_checkpoint_192000,exploration_only,6432,131,125,6,0,124,124
late_checkpoint_192000,exploration_only,6606,132,125,7,0,124,124
late_checkpoint_192000,exploration_only,6767,133,125,8,0,124,124
late_checkpoint_192000,exploration_only,6918,134,125,9,0,124,124
late_checkpoint_192000,exploration_only,7060,135,125,10,0,124,124
late_checkpoint_192000,exploration_only,7193,136,125,11,0,124,124
late_checkpoint_192000,exploration_only,7322,137,125,12,0,124,124
late_checkpoint_192000,exploration_only,7432,138,125,13,0,124,124
