arm,scenario,interactions,completed_candidates,positive_candidates,negative_candidates,unknown_candidates,witnessed_root_cells,novel_root_cells
checkpoint_32000,exploration_only,2220,95,95,0,0,95,95
checkpoint_32000,exploration_only,2239,96,96,0,0,96,96
checkpoint_32000,exploration_only,2257,97,97,0,0,97,97
checkpoint_32000,exploration_only,2274,98,98,0,0,98,98
checkpoint_32000,exploration_only,2290,99,99,0,0,99,99
checkpoint_32000,exploration_only,2306,100,100,0,0,100,100
checkpoint_32000,exploration_only,2321,101,101,0,0,101,101
checkpoint_32000,exploration_only,2335,102,102,0,0,102,102
checkpoint_32000,exploration_only,2346,103,103,0,0,103,103
checkpoint_32000,exploration_only,2356,104,104,0,0,104,104
checkpoint_32000,exploration_only,2365,105,105,0,0,105,105
checkpoint_32000,exploration_only,2373,106,106,0,0,106,106
checkpoint_32000,exploration_only,2378,107,107,0,0,107,107
checkpoint_32000,exploration_only,2383,108,108,0,0,108,108
checkpoint_32000,exploration_only,2387,109,109,0,0,109,109
checkpoint_32000,exploration_only,2389,110,110,0,0,110,110
checkpoint_32000,exploration_only,2426,111,111,0,0,110,110
checkpoint_32000,exploration_only,2461,112,112,0,0,111,111
checkpoint_32000,exploration_only,2542,113,113,0,0,112,112
checkpoint_32000,exploration_only,2620,114,114,0,0,113,113
checkpoint_32000,exploration_only,2647,115,115,0,0,114,114
checkpoint_32000,exploration_only,2713,116,116,0,0,115,115
checkpoint_32000,exploration_only,2736,117,117,0,0,116,116
checkpoint_32000,exploration_only,2758,118,118,0,0,117,117
checkpoint_32000,exploration_only,2777,119,119,0,0,118,118
checkpoint_32000,exploration_only,2866,120,120,0,0,119,119
checkpoint_32000,exploration_only,2943,121,121,0,0,120,120
checkpoint_32000,exploration_only,2991,122,122,0,0,121,121
checkpoint_32000,exploration_only,3037,123,123,0,0,122,122
checkpoint_32000,exploration_only,3048,124,124,0,0,123,123
checkpoint_32000,exploration_only,3058,125,125,0,0,124,124
checkpoint_32000,exploration_only,3067,126,126,0,0,125,125
checkpoint_32000,exploration_only,3075,127,127,0,0,126,126
checkpoint_32000,exploration_only,3082,128,128,0,0,127,127
checkpoint_32000,exploration_only,3088,129,129,0,0,128,128
checkpoint_32000,exploration_only,3093,130,130,0,0,129,129
checkpoint_32000,exploration_only,3097,131,131,0,0,130,130
checkpoint_32000,exploration_only,3099,132,132,0,0,131,131
checkpoint_32000,exploration_only,3101,133,133,0,0,132,132
checkpoint_32000,exploration_only,3136,134,134,0,0,133,133
checkpoint_32000,exploration_only,3170,135,135,0,0,134,134
checkpoint_32000,exploration_only,3204,136,136,0,0,135,135
checkpoint_32000,exploration_only,3235,137,137,0,0,136,136
checkpoint_32000,exploration_only,3266,138,138,0,0,137,137
checkpoint_32000,exploration_only,3297,139,139,0,0,138,138
checkpoint_32000,exploration_only,3324,140,140,0,0,139,139
checkpoint_32000,exploration_only,3352,141,141,0,0,140,140
checkpoint_32000,exploration_only,3379,142,142,0,0,141,141
checkpoint_32000,exploration_only,3405,143,143,0,0,142,142
checkpoint_32000,exploration_only,3427,144,144,0,0,143,143
checkpoint_32000,exploration_only,3449,145,145,0,0,144,144
checkpoint_32000,exploration_only,3469,146,146,0,0,145,145
checkpoint_32000,exploration_only,3487,147,147,0,0,146,146
checkpoint_32000,exploration_only,3505,148,148,0,0,147,147
checkpoint_32000,exploration_only,3521,149,149,0,0,148,148
checkpoint_32000,exploration_only,3535,150,150,0,0,149,149
checkpoint_32000,exploration_only,3548,151,151,0,0,150,150
checkpoint_32000,exploration_only,3562,152,152,0,0,151,151
checkpoint_32000,exploration_only,3572,153,153,0,0,152,152
checkpoint_32000,exploration_only,3583,154,154,0,0,153,153
checkpoint_32000,exploration_only,3593,155,155,0,0,154,154
checkpoint_32000,exploration_only,3601,156,156,0,0,155,155
checkpoint_32000,exploration_only,3606,157,157,0,0,156,156
checkpoint_32000,exploration_only,3610,158,158,0,0,157,157
checkpoint_32000,exploration_only,3612,159,159,0,0,158,158
checkpoint_32000,exploration_only,3614,160,160,0,0,159,159
checkpoint_32000,exploration_only,3616,161,161,0,0,160,160
checkpoint_32000,exploration_only,3651,162,162,0,0,161,161
checkpoint_32000,exploration_only,3685,163,163,0,0,162,162
checkpoint_32000,exploration_only,3716,164,164,0,0,163,163
checkpoint_32000,exploration_only,3746,165,165,0,0,164,164
checkpoint_32000,exploration_only,3772,166,166,0,0,165,165
checkpoint_32000,exploration_only,3796,167,167,0,0,166,166
checkpoint_32000,exploration_only,3823,168,168,0,0,167,167
checkpoint_32000,exploration_only,3846,169,169,0,0,168,168
checkpoint_32000,exploration_only,3869,170,170,0,0,169,169
checkpoint_32000,exploration_only,3889,171,171,0,0,170,170
checkpoint_32000,exploration_only,3910,172,172,0,0,171,171
checkpoint_32000,exploration_only,3927,173,173,0,0,172,172
checkpoint_32000,exploration_only,3944,174,174,0,0,173,173
checkpoint_32000,exploration_only,3960,175,175,0,0,174,174
checkpoint_32000,exploration_only,3976,176,176,0,0,175,175
checkpoint_32000,exploration_only,3989,177,177,0,0,176,176
checkpoint_32000,exploration_only,4002,178,178,0,0,177,177
checkpoint_32000,exploration_only,4013,179,179,0,0,178,178
checkpoint_32000,exploration_only,4023,180,180,0,0,179,179
checkpoint_32000,exploration_only,4032,181,181,0,0,180,180
checkpoint_32000,exploration_only,4039,182,182,0,0,181,181
checkpoint_32000,exploration_only,4046,183,183,0,0,182,182
checkpoint_32000,exploration_only,4052,184,184,0,0,183,183
checkpoint_32000,exploration_only,4055,185,185,0,0,184,184
checkpoint_32000,exploration_only,4057,186,186,0,0,185,185
checkpoint_32000,exploration_only,4058,187,187,0,0,186,186
checkpoint_32000,training_inclusive,0,0,0,0,0,0,0
checkpoint_32000,training_inclusive,32410,0,0,0,0,0,0
checkpoint_32000,training_inclusive,32446,1,1,0,0,1,1
checkpoint_32000,training_inclusive,32479,2,2,0,0,2,2
checkpoint_32000,training_inclusive,32510,3,3,0,0,3,3
checkpoint_32000,training_inclusive,32540,4,4,0,0,4,4
checkpoint_32000,training_inclusive,32569,5,5,0,0,5,5
checkpoint_32000,training_inclusive,32599,6,6,0,0,6,6
checkpoint_32000,training_inclusive,32627,7,7,0,0,7,7
checkpoint_32000,training_inclusive,32652,8,8,0,0,8,8
checkpoint_32000,training_inclusive,32679,9,9,0,0,9,9
checkpoint_32000,training_inclusive,32701,10,10,0,0,10,10
checkpoint_32000,training_inclusive,32721,11,11,0,0,11,11
checkpoint_32000,training_inclusive,32741,12,12,0,0,12,12
checkpoint_32000,training_inclusive,32761,13,13,0,0,13,13
checkpoint_32000,training_inclusive,32778,14,14,0,0,14,14
checkpoint_32000,training_inclusive,32796,15,15,0,0,15,15
checkpoint_32000,training_inclusive,32813,16,16,0,0,16,16
checkpoint_32000,training_inclusive,32829,17,17,0,0,17,17
checkpoint_32000,training_inclusive,32842,18,18,0,0,18,18
checkpoint_32000,training_inclusive,32854,19,19,0,0,19,19
checkpoint_32000,training_inclusive,32864,20,20,0,0,20,20
checkpoint_32000,training_inclusive,32873,21,21,0,0,21,21
checkpoint_32000,training_inclusive,32881,22,22,0,0,22,22
checkpoint_32000,training_inclusive,32887,23,23,0,0,23,23
checkpoint_32000,training_inclusive,32892,24,24,0,0,24,24
checkpoint_32000,training_inclusive,32896,25,25,0,0,25,25
checkpoint_32000,training_inclusive,32898,26,26,0,0,26,26
checkpoint_32000,training_inclusive,32899,27,27,0,0,27,27
checkpoint_32000,training_inclusive,32934,28,28,0,0,28,28
checkpoint_32000,training_inclusive,32968,29,29,0,0,29,29
checkpoint_32000,training_inclusive,33000,30,30,0,0,30,30
checkpoint_32000,training_inclusive,33031,31,31,0,0,31,31
checkpoint_32000,training_inclusive,33059,32,32,0,0,32,32
checkpoint_32000,training_inclusive,33086,33,33,0,0,33,33
checkpoint_32000,training_inclusive,33111,34,34,0,0,34,34
checkpoint_32000,training_inclusive,33134,35,35,0,0,35,35
checkpoint_32000,training_inclusive,33157,36,36,0,0,36,36
checkpoint_32000,training_inclusive,33178,37,37,0,0,37,37
checkpoint_32000,training_inclusive,33198,38,38,0,0,38,38
checkpoint_32000,training_inclusive,33217,39,39,0,0,39,39
checkpoint_32000,training_inclusive,33235,40,40,0,0,40,40
checkpoint_32000,training_inclusive,33252,41,41,0,0,41,41
checkpoint_32000,training_inclusive,33266,42,42,0,0,42,42
checkpoint_32000,training_inclusive,33281,43,43,0,0,43,43
checkpoint_32000,training_inclusive,33295,44,44,0,0,44,44
checkpoint_32000,training_inclusive,33308,45,45,0,0,45,45
checkpoint_32000,training_inclusive,33320,46,46,0,0,46,46
checkpoint_32000,training_inclusive,33329,47,47,0,0,47,47
checkpoint_32000,training_inclusive,33337,48,48,0,0,48,48
checkpoint_32000,training_inclusive,33343,49,49,0,0,49,49
checkpoint_32000,training_inclusive,33348,50,50,0,0,50,50
checkpoint_32000,training_inclusive,33351,51,51,0,0,51,51
checkpoint_32000,training_inclusive,33354,52,52,0,0,52,52
checkpoint_32000,training_inclusive,33356,53,53,0,0,53,53
checkpoint_32000,training_inclusive,33392,54,54,0,0,54,54
checkpoint_32000,training_inclusive,33427,55,55,0,0,55,55
checkpoint_32000,training_inclusive,33459,56,56,0,0,56,56
checkpoint_32000,training_inclusive,33489,57,57,0,0,57,57
checkpoint_32000,training_inclusive,33518,58,58,0,0,58,58
checkpoint_32000,training_inclusive,33546,59,59,0,0,59,59
checkpoint_32000,training_inclusive,33575,60,60,0,0,60,60
checkpoint_32000,training_inclusive,33601,61,61,0,0,61,61
checkpoint_32000,training_inclusive,33634,62,62,0,0,62,62
checkpoint_32000,training_inclusive,33656,63,63,0,0,63,63
checkpoint_32000,training_inclusive,33678,64,64,0,0,64,64
checkpoint_32000,training_inclusive,33698,65,65,0,0,65,65
checkpoint_32000,training_inclusive,33718,66,66,0,0,66,66
checkpoint_32000,training_inclusive,33738,67,67,0,0,67,67
checkpoint_32000,training_inclusive,33755,68,68,0,0,68,68
checkpoint_32000,training_inclusive,33772,69,69,0,0,69,69
checkpoint_32000,training_inclusive,33788,70,70,0,0,70,70
checkpoint_32000,training_inclusive,33801,71,71,0,0,71,71
checkpoint_32000,training_inclusive,33813,72,72,0,0,72,72
checkpoint_32000,training_inclusive,33823,73,73,0,0,73,73
checkpoint_32000,training_inclusive,33832,74,74,0,0,74,74
checkpoint_32000,training_inclusive,33840,75,75,0,0,75,75
checkpoint_32000,training_inclusive,33846,76,76,0,0,76,76
checkpoint_32000,training_inclusive,33851,77,77,0,0,77,77
checkpoint_32000,training_inclusive,33855,78,78,0,0,78,78
checkpoint_32000,training_inclusive,33857,79,79,0,0,79,79
checkpoint_32000,training_inclusive,33858,80,80,0,0,80,80
checkpoint_32000,training_inclusive,33894,81,81,0,0,81,81
checkpoint_32000,training_inclusive,33928,82,82,0,0,82,82
checkpoint_32000,training_inclusive,33962,83,83,0,0,83,83
checkpoint_32000,training_inclusive,33997,84,84,0,0,84,84
checkpoint_32000,training_inclusive,34031,85,85,0,0,85,85
checkpoint_32000,training_inclusive,34063,86,86,0,0,86,86
checkpoint_32000,training_inclusive,34092,87,87,0,0,87,87
checkpoint_32000,training_inclusive,34121,88,88,0,0,88,88
checkpoint_32000,training_inclusive,34149,89,89,0,0,89,89
checkpoint_32000,training_inclusive,34175,90,90,0,0,90,90
checkpoint_32000,training_inclusive,34203,91,91,0,0,91,91
checkpoint_32000,training_inclusive,34229,92,92,0,0,92,92
checkpoint_32000,training_inclusive,34254,93,93,0,0,93,93
checkpoint_32000,training_inclusive,34276,94,94,0,0,94,94
checkpoint_32000,training_inclusive,34296,95,95,0,0,95,95
checkpoint_32000,training_inclusive,34315,96,96,0,0,96,96
checkpoint_32000,training_inclusive,34333,97,97,0,0,97,97
checkpoint_32000,training_inclusive,34350,98,98,0,0,98,98
checkpoint_32000,training_inclusive,34366,99,99,0,0,99,99
checkpoint_32000,training_inclusive,34382,100,100,0,0,100,100
checkpoint_32000,training_inclusive,34397,101,101,0,0,101,101
checkpoint_32000,training_inclusive,34411,102,102,0,0,102,102
checkpoint_32000,training_inclusive,34422,103,103,0,0,103,103
checkpoint_32000,training_inclusive,34432,104,104,0,0,104,104
checkpoint_32000,training_inclusive,34441,105,105,0,0,105,105
checkpoint_32000,training_inclusive,34449,106,106,0,0,106,106
checkpoint_32000,training_inclusive,34454,107,107,0,0,107,107
checkpoint_32000,training_inclusive,34459,108,108,0,0,108,108
checkpoint_32000,training_inclusive,34463,109,109,0,0,109,109
checkpoint_32000,training_inclusive,34465,110,110,0,0,110,110
checkpoint_32000,training_inclusive,34502,111,111,0,0,110,110
checkpoint_32000,training_inclusive,34537,112,112,0,0,111,111
checkpoint_32000,training_inclusive,34618,113,113,0,0,112,112
checkpoint_32000,training_inclusive,34696,114,114,0,0,113,113
checkpoint_32000,training_inclusive,34723,115,115,0,0,114,114
checkpoint_32000,training_inclusive,34789,116,116,0,0,115,115
checkpoint_32000,training_inclusive,34812,117,117,0,0,116,116
checkpoint_32000,training_inclusive,34834,118,118,0,0,117,117
checkpoint_32000,training_inclusive,34853,119,119,0,0,118,118
checkpoint_32000,training_inclusive,34942,120,120,0,0,119,119
checkpoint_32000,training_inclusive,35019,121,121,0,0,120,120
checkpoint_32000,training_inclusive,35067,122,122,0,0,121,121
checkpoint_32000,training_inclusive,35113,123,123,0,0,122,122
checkpoint_32000,training_inclusive,35124,124,124,0,0,123,123
checkpoint_32000,training_inclusive,35134,125,125,0,0,124,124
checkpoint_32000,training_inclusive,35143,126,126,0,0,125,125
checkpoint_32000,training_inclusive,35151,127,127,0,0,126,126
checkpoint_32000,training_inclusive,35158,128,128,0,0,127,127
checkpoint_32000,training_inclusive,35164,129,129,0,0,128,128
checkpoint_32000,training_inclusive,35169,130,130,0,0,129,129
checkpoint_32000,training_inclusive,35173,131,131,0,0,130,130
checkpoint_32000,training_inclusive,35175,132,132,0,0,131,131
checkpoint_32000,training_inclusive,35177,133,133,0,0,132,132
checkpoint_32000,training_inclusive,35212,134,134,0,0,133,133
checkpoint_32000,training_inclusive,35246,135,135,0,0,134,134
checkpoint_32000,training_inclusive,35280,136,136,0,0,135,135
checkpoint_32000,training_inclusive,35311,137,137,0,0,136,136
checkpoint_32000,training_inclusive,35342,138,138,0,0,137,137
checkpoint_32000,training_inclusive,35373,139,139,0,0,138,138
checkpoint_32000,training_inclusive,35400,140,140,0,0,139,139
checkpoint_32000,training_inclusive,35428,141,141,0,0,140,140
checkpoint_32000,training_inclusive,35455,142,142,0,0,141,141
checkpoint_32000,training_inclusive,35481,143,143,0,0,142,142
checkpoint_32000,training_inclusive,35503,144,144,0,0,143,143
checkpoint_32000,training_inclusive,35525,145,145,0,0,144,144
checkpoint_32000,training_inclusive,35545,146,146,0,0,145,145
checkpoint_32000,training_inclusive,35563,147,147,0,0,146,146
checkpoint_32000,training_inclusive,35581,148,148,0,0,147,147
checkpoint_32000,training_inclusive,35597,149,149,0,0,148,148
checkpoint_32000,training_inclusive,35611,150,150,0,0,149,149
checkpoint_32000,training_inclusive,35624,151,151,0,0,150,150
checkpoint_32000,training_inclusive,35638,152,152,0,0,151,151
checkpoint_32000,training_inclusive,35648,153,153,0,0,152,152
checkpoint_32000,training_inclusive,35659,154,154,0,0,153,153
checkpoint_32000,training_inclusive,35669,155,155,0,0,154,154
checkpoint_32000,training_inclusive,35677,156,156,0,0,155,155
checkpoint_32000,training_inclusive,35682,157,157,0,0,156,156
checkpoint_32000,training_inclusive,35686,158,158,0,0,157,157
checkpoint_32000,training_inclusive,35688,159,159,0,0,158,158
checkpoint_32000,training_inclusive,35690,160,160,0,0,159,159
checkpoint_32000,training_inclusive,35692,161,161,0,0,160,160
checkpoint_32000,training_inclusive,35727,162,162,0,0,161,161
checkpoint_32000,training_inclusive,35761,163,163,0,0,162,162
checkpoint_32000,training_inclusive,35792,164,164,0,0,163,163
checkpoint_32000,training_inclusive,35822,165,165,0,0,164,164
checkpoint_32000,training_inclusive,35848,166,166,0,0,165,165
checkpoint_32000,training_inclusive,35872,167,167,0,0,166,166
checkpoint_32000,training_inclusive,35899,168,168,0,0,167,167
checkpoint_32000,training_inclusive,35922,169,169,0,0,168,168
checkpoint_32000,training_inclusive,35945,170,170,0,0,169,169
checkpoint_32000,training_inclusive,35965,171,171,0,0,170,170
checkpoint_32000,training_inclusive,35986,172,172,0,0,171,171
checkpoint_32000,training_inclusive,36003,173,173,0,0,172,172
checkpoint_32000,training_inclusive,36020,174,174,0,0,173,173
checkpoint_32000,training_inclusive,36036,175,175,0,0,174,174
checkpoint_32000,training_inclusive,36052,176,176,0,0,175,175
checkpoint_32000,training_inclusive,36065,177,177,0,0,176,176
checkpoint_32000,training_inclusive,36078,178,178,0,0,177,177
checkpoint_32000,training_inclusive,36089,179,179,0,0,178,178
checkpoint_32000,training_inclusive,36099,180,180,0,0,179,179
checkpoint_32000,training_inclusive,36108,181,181,0,0,180,180
checkpoint_32000,training_inclusive,36115,182,182,0,0,181,181
checkpoint_32000,training_inclusive,36122,183,183,0,0,182,182
checkpoint_32000,training_inclusive,36128,184,184,0,0,183,183
checkpoint_32000,training_inclusive,36131,185,185,0,0,184,184
checkpoint_32000,training_inclusive,36133,186,186,0,0,185,185
checkpoint_32000,training_inclusive,36134,187,187,0,0,186,186
checkpoint_64000,exploration_only,0,0,0,0,0,0,0
checkpoint_64000,exploration_only,348,0,0,0,0,0,0
checkpoint_64000,exploration_only,380,1,1,0,0,1,1
checkpoint_64000,exploration_only,457,2,2,0,0,2,2
checkpoint_64000,exploration_only,486,3,3,0,0,3,3
checkpoint_64000,exploration_only,514,4,4,0,0,4,4
checkpoint_64000,exploration_only,542,5,5,0,0,5,5
checkpoint_64000,exploration_only,565,6,6,0,0,6,6
checkpoint_64000,exploration_only,591,7,7,0,0,7,7
checkpoint_64000,exploration_only,614,8,8,0,0,8,8
checkpoint_64000,exploration_only,638,9,9,0,0,9,9
checkpoint_64000,exploration_only,658,10,10,0,0,10,10
checkpoint_64000,exploration_only,681,11,11,0,0,11,11
checkpoint_64000,exploration_only,699,12,12,0,0,12,12
checkpoint_64000,exploration_only,716,13,13,0,0,13,13
checkpoint_64000,exploration_only,732,14,14,0,0,14,14
checkpoint_64000,exploration_only,748,15,15,0,0,15,15
checkpoint_64000,exploration_only,762,16,16,0,0,16,16
checkpoint_64000,exploration_only,775,17,17,0,0,17,17
checkpoint_64000,exploration_only,787,18,18,0,0,18,18
checkpoint_64000,exploration_only,798,19,19,0,0,19,19
checkpoint_64000,exploration_only,807,20,20,0,0,20,20
checkpoint_64000,exploration_only,815,21,21,0,0,21,21
checkpoint_64000,exploration_only,822,22,22,0,0,22,22
checkpoint_64000,exploration_only,827,23,23,0,0,23,23
checkpoint_64000,exploration_only,831,24,24,0,0,24,24
checkpoint_64000,exploration_only,835,25,25,0,0,25,25
checkpoint_64000,exploration_only,837,26,26,0,0,26,26
checkpoint_64000,exploration_only,838,27,27,0,0,27,27
checkpoint_64000,exploration_only,909,28,28,0,0,28,28
checkpoint_64000,exploration_only,968,29,29,0,0,29,29
checkpoint_64000,exploration_only,995,30,30,0,0,30,30
checkpoint_64000,exploration_only,1076,31,31,0,0,31,31
checkpoint_64000,exploration_only,1101,32,32,0,0,32,32
checkpoint_64000,exploration_only,1176,33,33,0,0,33,33
checkpoint_64000,exploration_only,1199,34,34,0,0,34,34
checkpoint_64000,exploration_only,1242,35,35,0,0,35,35
checkpoint_64000,exploration_only,1280,36,36,0,0,36,36
checkpoint_64000,exploration_only,1332,37,37,0,0,37,37
checkpoint_64000,exploration_only,1379,38,38,0,0,38,38
checkpoint_64000,exploration_only,1408,39,39,0,0,39,39
checkpoint_64000,exploration_only,1435,40,40,0,0,40,40
checkpoint_64000,exploration_only,1460,41,41,0,0,41,41
checkpoint_64000,exploration_only,1483,42,42,0,0,42,42
checkpoint_64000,exploration_only,1504,43,43,0,0,43,43
checkpoint_64000,exploration_only,1523,44,44,0,0,44,44
checkpoint_64000,exploration_only,1538,45,45,0,0,45,45
checkpoint_64000,exploration_only,1557,46,46,0,0,46,46
checkpoint_64000,exploration_only,1573,47,47,0,0,47,47
checkpoint_64000,exploration_only,1576,48,48,0,0,48,48
checkpoint_64000,exploration_only,1590,49,48,0,1,48,48
checkpoint_64000,exploration_only,1625,50,49,0,1,49,49
checkpoint_64000,exploration_only,1657,51,50,0,1,50,50
checkpoint_64000,exploration_only,1687,52,51,0,1,51,51
checkpoint_64000,exploration_only,1716,53,52,0,1,52,52
checkpoint_64000,exploration_only,1744,54,53,0,1,53,53
checkpoint_64000,exploration_only,1771,55,54,0,1,54,54
checkpoint_64000,exploration_only,1795,56,55,0,1,55,55
checkpoint_64000,exploration_only,1818,57,56,0,1,56,56
checkpoint_64000,exploration_only,1840,58,57,0,1,57,57
checkpoint_64000,exploration_only,1861,59,58,0,1,58,58
checkpoint_64000,exploration_only,1881,60,59,0,1,59,59
checkpoint_64000,exploration_only,1900,61,60,0,1,60,60
checkpoint_64000,exploration_only,1918,62,61,0,1,61,61
checkpoint_64000,exploration_only,1934,63,62,0,1,62,62
checkpoint_64000,exploration_only,1949,64,63,0,1,63,63
checkpoint_64000,exploration_only,1963,65,64,0,1,64,64
checkpoint_64000,exploration_only,1976,66,65,0,1,65,65
checkpoint_64000,exploration_only,1987,67,66,0,1,66,66
checkpoint_64000,exploration_only,1997,68,67,0,1,67,67
checkpoint_64000,exploration_only,2006,69,68,0,1,68,68
checkpoint_64000,exploration_only,2014,70,69,0,1,69,69
checkpoint_64000,exploration_only,2020,71,70,0,1,70,70
checkpoint_64000,exploration_only,2025,72,71,0,1,71,71
checkpoint_64000,exploration_only,2029,73,72,0,1,72,72
checkpoint_64000,exploration_only,2032,74,73,0,1,73,73
checkpoint_64000,exploration_only,2034,75,74,0,1,74,74
checkpoint_64000,exploration_only,2067,76,75,0,1,75,75
checkpoint_64000,exploration_only,2098,77,76,0,1,76,76
checkpoint_64000,exploration_only,2129,78,77,0,1,77,77
checkpoint_64000,exploration_only,2157,79,78,0,1,78,78
checkpoint_64000,exploration_only,2186,80,79,0,1,79,79
checkpoint_64000,exploration_only,2212,81,80,0,1,80,80
checkpoint_64000,exploration_only,2237,82,81,0,1,81,81
checkpoint_64000,exploration_only,2262,83,82,0,1,82,82
checkpoint_64000,exploration_only,2285,84,83,0,1,83,83
checkpoint_64000,exploration_only,2308,85,84,0,1,84,84
checkpoint_64000,exploration_only,2331,86,85,0,1,85,85
checkpoint_64000,exploration_only,2354,87,86,0,1,86,86
checkpoint_64000,exploration_only,2374,88,87,0,1,87,87
checkpoint_64000,exploration_only,2395,89,88,0,1,88,88
checkpoint_64000,exploration_only,2413,90,89,0,1,89,89
checkpoint_64000,exploration_only,2431,91,90,0,1,90,90
checkpoint_64000,exploration_only,2449,92,91,0,1,91,91
checkpoint_64000,exploration_only,2466,93,92,0,1,92,92
checkpoint_64000,exploration_only,2480,94,93,0,1,93,93
checkpoint_64000,exploration_only,2493,95,94,0,1,94,94
checkpoint_64000,exploration_only,2505,96,95,0,1,95,95
checkpoint_64000,exploration_only,2515,97,96,0,1,96,96
checkpoint_64000,exploration_only,2525,98,97,0,1,97,97
checkpoint_64000,exploration_only,2533,99,98,0,1,98,98
checkpoint_64000,exploration_only,2539,100,99,0,1,99,99
checkpoint_64000,exploration_only,2544,101,100,0,1,100,100
checkpoint_64000,exploration_only,2548,102,101,0,1,101,101
checkpoint_64000,exploration_only,2551,103,102,0,1,102,102
checkpoint_64000,exploration_only,2553,104,103,0,1,103,103
checkpoint_64000,exploration_only,2586,105,104,0,1,104,104
checkpoint_64000,exploration_only,2618,106,105,0,1,105,105
checkpoint_64000,exploration_only,2645,107,106,0,1,106,106
checkpoint_64000,exploration_only,2673,108,107,0,1,107,107
checkpoint_64000,exploration_only,2699,109,108,0,1,108,108
checkpoint_64000,exploration_only,2724,110,109,0,1,109,109
checkpoint_64000,exploration_only,2747,111,110,0,1,110,110
checkpoint_64000,exploration_only,2769,112,111,0,1,111,111
checkpoint_64000,exploration_only,2789,113,112,0,1,112,112
checkpoint_64000,exploration_only,2808,114,113,0,1,113,113
checkpoint_64000,exploration_only,2825,115,114,0,1,114,114
checkpoint_64000,exploration_only,2842,116,115,0,1,115,115
checkpoint_64000,exploration_only,2857,117,116,0,1,116,116
checkpoint_64000,exploration_only,2873,118,117,0,1,117,117
checkpoint_64000,exploration_only,2887,119,118,0,1,118,118
checkpoint_64000,exploration_only,2900,120,119,0,1,119,119
checkpoint_64000,exploration_only,2912,121,120,0,1,120,120
checkpoint_64000,exploration_only,2922,122,121,0,1,121,121
checkpoint_64000,exploration_only,2931,123,122,0,1,122,122
checkpoint_64000,exploration_only,2939,124,123,0,1,123,123
checkpoint_64000,exploration_only,2945,125,124,0,1,124,124
checkpoint_64000,exploration_only,2950,126,125,0,1,125,125
checkpoint_64000,exploration_only,2954,127,126,0,1,126,126
checkpoint_64000,exploration_only,2957,128,127,0,1,127,127
checkpoint_64000,exploration_only,2958,129,128,0,1,128,128
checkpoint_64000,exploration_only,2993,130,129,0,1,128,128
checkpoint_64000,exploration_only,3025,131,130,0,1,129,129
checkpoint_64000,exploration_only,3157,132,131,0,1,130,130
checkpoint_64000,exploration_only,3289,133,132,0,1,131,131
checkpoint_64000,exploration_only,3413,134,133,0,1,132,132
checkpoint_64000,exploration_only,3620,135,133,1,1,132,132
checkpoint_64000,exploration_only,3818,136,133,2,1,132,132
checkpoint_64000,exploration_only,4002,137,133,3,1,132,132
checkpoint_64000,exploration_only,4184,138,133,4,1,132,132
checkpoint_64000,exploration_only,4352,139,133,5,1,132,132
checkpoint_64000,exploration_only,4511,140,133,6,1,132,132
checkpoint_64000,exploration_only,4659,141,133,7,1,132,132
checkpoint_64000,exploration_only,4793,142,133,8,1,132,132
checkpoint_64000,exploration_only,4916,143,133,9,1,132,132
checkpoint_64000,exploration_only,5033,144,133,10,1,132,132
checkpoint_64000,exploration_only,5142,145,133,11,1,132,132
checkpoint_64000,exploration_only,5238,146,133,12,1,132,132
checkpoint_64000,exploration_only,5327,147,133,13,1,132,132
checkpoint_64000,exploration_only,5408,148,133,14,1,132,132
checkpoint_64000,exploration_only,5481,149,133,15,1,132,132
checkpoint_64000,exploration_only,5540,150,133,16,1,132,132
checkpoint_64000,exploration_only,5590,151,133,17,1,132,132
checkpoint_64000,exploration_only,5634,152,133,18,1,132,132
checkpoint_64000,exploration_only,5656,153,133,19,1,132,132
checkpoint_64000,exploration_only,5663,154,133,20,1,132,132
checkpoint_64000,exploration_only,5697,155,134,20,1,133,133
checkpoint_64000,exploration_only,5728,156,135,20,1,134,134
checkpoint_64000,exploration_only,5755,157,136,20,1,135,135
checkpoint_64000,exploration_only,5782,158,137,20,1,136,136
checkpoint_64000,exploration_only,5809,159,138,20,1,137,137
checkpoint_64000,exploration_only,5836,160,139,20,1,138,138
checkpoint_64000,exploration_only,5860,161,140,20,1,139,139
checkpoint_64000,exploration_only,5882,162,141,20,1,140,140
checkpoint_64000,exploration_only,5903,163,142,20,1,141,141
checkpoint_64000,exploration_only,5925,164,143,20,1,142,142
checkpoint_64000,exploration_only,5944,165,144,20,1,143,143
checkpoint_64000,exploration_only,5962,166,145,20,1,144,144
checkpoint_64000,exploration_only,5978,167,146,20,1,145,145
checkpoint_64000,exploration_only,5994,168,147,20,1,146,146
checkpoint_64000,exploration_only,6009,169,148,20,1,147,147
checkpoint_64000,exploration_only,6022,170,149,20,1,148,148
checkpoint_64000,exploration_only,6034,171,150,20,1,149,149
checkpoint_64000,exploration_only,6041,172,151,20,1,150,150
checkpoint_64000,exploration_only,6047,173,152,20,1,151,151
checkpoint_64000,exploration_only,6052,174,153,20,1,152,152
checkpoint_64000,exploration_only,6056,175,154,20,1,153,153
